Year    Mon   Day  Hour   Min    Sec        Lat         Lon         Dep       Mw      Mcat     Stress drop      fc     NCEDC_ID
2004     9    28    19    40    23.54    35.781550  -120.331690     8.61     2.83     2.85       132.46        26.02   21400518
2004     9    28    19    47    30.16    35.930890  -120.479290     5.44     1.44     1.19        10.44        35.40   30506394
2004     9    28    19    48    22.96    35.864880  -120.410750     5.38     2.34     2.35        19.88        20.74   21400524
2004     9    28    19    51    44.96    35.870080  -120.416190     5.60     1.59     2.24        46.68        51.55   21400528
2004     9    28    19    53    35.37    35.927660  -120.475570     5.42     1.53     1.38        17.00        38.88   21400542
2004     9    28    19    54    42.04    35.868910  -120.414620     5.66     1.26     1.40        22.31        52.95   30506405
2004     9    28    19    59    27.76    35.904960  -120.449720     5.93     3.29     3.19        33.86        11.20   21400475
2004     9    28    20     0    20.44    35.904900  -120.449850     5.87     2.47     2.50        17.29        17.85   30506316
2004     9    28    20     4    15.07    35.923830  -120.470390     5.35     1.19     1.06        21.41        55.45   30506319
2004     9    28    20     4    26.68    35.928980  -120.477540     5.23     1.51     1.59        21.66        42.82   30506320
2004     9    28    20     5    51.54    35.876860  -120.424020     5.39     2.37     2.63        14.05        18.11   21400476
2004     9    28    20     7    13.66    35.875000  -120.423350     5.16     2.00     2.07        11.83        23.17   30506323
2004     9    28    20     8    25.52    35.957460  -120.482870     7.82     1.79     1.71        94.79        55.35   30506324
2004     9    28    20    10    54.83    35.931650  -120.480420     5.21     0.72     1.03         1.85        36.35   21400477
2004     9    28    20    16    30.22    35.875220  -120.422370     5.25     1.26     1.33        25.29        55.20   30506325
2004     9    28    20    17    41.00    35.878380  -120.425230     5.34     1.63     1.79         9.28        29.14   30506326
2004     9    28    20    18    12.31    35.936320  -120.484410     9.71     2.65     2.59        66.72        24.02   21400479
2004     9    28    20    20    49.09    35.885050  -120.431760     5.62     1.78     2.02         3.96        19.29   30506329
2004     9    28    20    23     0.85    35.937500  -120.485790     5.43     1.16     1.25         8.02        41.05   30506330
2004     9    28    20    23    17.48    35.925660  -120.476730     6.02     1.12     1.04        23.04        60.56   30506331
2004     9    28    20    24    45.62    35.826050  -120.373190     6.58     2.04     2.18        12.92        23.15   21400483
2004     9    28    20    26    24.99    35.873920  -120.422020     5.14     1.34     1.59         7.68        34.77   30506340
2004     9    28    20    28    22.59    35.951860  -120.500290     5.94     1.01     1.14        12.82        54.22   21400513
2004     9    28    20    28    57.77    35.938110  -120.486080     5.66     0.78     1.10         3.80        43.99   30228293
2004     9    28    20    30    45.11    35.863360  -120.406410     5.33     1.35     1.41         9.31        36.95   30506333
2004     9    28    20    31    42.04    35.825570  -120.372470     6.63     1.31     1.37        36.72        60.35   30506334
2004     9    28    20    34    20.16    35.874910  -120.421720     5.38     1.28     1.49         7.78        36.71   30506335
2004     9    28    20    35    12.56    35.855530  -120.401840     5.28     1.99     2.02         2.10        13.17   21400480
2004     9    28    20    38    33.12    35.871470  -120.417900     5.52     1.81     2.11         2.54        16.31   21400481
2004     9    28    20    39    22.84    35.872400  -120.419080     5.66     0.91     1.06        72.47       104.94   30506338
2004     9    28    20    41    14.29    35.872100  -120.418790     5.67     1.46     1.90        37.40        53.26   30228433
2004     9    28    20    43     0.27    35.950160  -120.498220     5.92     1.94     1.89        34.79        34.84   21400482
2004     9    28    20    47    31.52    35.918320  -120.463760     9.68     1.70     1.79        32.34        41.53   30506339
2004     9    28    20    50    44.27    35.891020  -120.436630     6.46     1.21     0.88         7.49        38.51   30506342
2004     9    28    20    51    39.96    35.866430  -120.416220     4.69     1.19     1.45        12.32        46.29   30506343
2004     9    28    20    53    32.41    35.851160  -120.479850    13.87     1.55     1.45        92.15        67.13   30506344
2004     9    28    20    56    29.37    36.000530  -120.561460     2.98     2.36     2.45        14.31        18.30   21400484
2004     9    28    20    59     9.26    35.926140  -120.473390     5.62     1.33     1.28        34.81        57.94   30228454
2004     9    28    21     1    37.53    35.919000  -120.470440     5.43     2.67     2.59        37.02        19.49   21400487
2004     9    28    21     3     5.68    35.859700  -120.406000     5.08     1.40     1.20         3.97        26.47   30506351
2004     9    28    21     7    19.89    35.918140  -120.448680     6.84     1.77     1.42        39.54        42.08   21400509
2004     9    28    21     9    35.60    35.867390  -120.414390     5.50     1.12     1.28        19.68        57.06   30500756
2004     9    28    21    12     1.08    35.868680  -120.417170     4.83     1.46     1.37        16.98        41.10   30500758
2004     9    28    21    14    26.99    35.949460  -120.498070     5.77     1.66     1.51        13.57        32.20   30500761
2004     9    28    21    14    58.00    35.999700  -120.561110     2.56     1.87     2.02         7.28        22.05   30500762
2004     9    28    21    20     9.80    35.958570  -120.511080     8.93     1.39     1.39         8.99        35.27   30506359
2004     9    28    21    20    38.36    35.876710  -120.424220     5.32     1.93     2.08        40.53        37.03   21400502
2004     9    28    21    22    18.88    35.782570  -120.332450     8.50     1.46     1.35         9.47        33.76   30506360
2004     9    28    21    26     2.52    35.878640  -120.425980     5.33     1.13     1.20        15.93        53.02   30506362
2004     9    28    21    28    21.04    35.926950  -120.477560     5.74     2.22     2.18        15.15        20.97   21400529
2004     9    28    21    29     9.68    35.937850  -120.486720     5.68     1.41     1.28        11.69        37.70   30506399
2004     9    28    21    29    20.63    35.862690  -120.409170     4.73     1.86     1.80        10.71        25.31   30506400
2004     9    28    21    32     9.47    35.968360  -120.524450     5.38     2.10     2.03         9.59        19.88   21400531
2004     9    28    21    35    22.48    35.867080  -120.416090     4.65     1.26     1.13        21.06        52.14   30228558
2004     9    28    21    38    18.52    35.927100  -120.474760     5.19     1.05     1.12         4.53        37.05   30228557
2004     9    28    21    39    48.05    35.937190  -120.485330     5.47     1.39     1.17        10.93        37.61   21400535
2004     9    28    21    41    57.46    35.926120  -120.473480     5.09     1.23     1.37         5.29        33.74   21400540
2004     9    28    21    46    10.75    35.890650  -120.438760     5.59     0.91     1.22        11.76        57.23   30228407
2004     9    28    21    49    23.50    35.780250  -120.330270     8.59     2.67     2.94         5.15        10.08   21400488
2004     9    28    21    51    46.25    35.862850  -120.408240     5.50     2.17     2.21         4.64        14.74   21400489
2004     9    28    21    54     5.39    35.931770  -120.480800     5.71     1.82     1.80         7.59        23.29   30228314
2004     9    28    21    55    55.98    35.937990  -120.485890     5.59     1.60     1.41         5.32        24.82   21400490
2004     9    28    21    57    37.88    35.801070  -120.339950     4.25     1.93     2.03        13.42        25.64   30506355
2004     9    28    22     0    18.72    35.934650  -120.483260     5.63     0.71     0.92        18.93        79.34   21400491
2004     9    28    22     2    26.92    35.873840  -120.420580     5.38     1.13     1.21        15.67        52.59   21400493
2004     9    28    22     2    39.36    35.883880  -120.427810     5.69     1.67     1.96        25.26        39.44   30500751
2004     9    28    22     4    11.88    35.961740  -120.512930    10.66     2.22     2.22        17.11        21.88   30500752
2004     9    28    22     6    18.08    35.923160  -120.471470     5.40     1.60     1.62        18.79        37.74   30500753
2004     9    28    22    14     3.14    35.972230  -120.526320     7.24     1.61     1.55        19.70        38.10   30500810
2004     9    28    22    16    49.90    35.926990  -120.474730     5.09     1.41     1.25         2.66        23.14   21400495
2004     9    28    22    20     2.28    35.923710  -120.474890     5.70     1.55     1.43         6.70        27.94   21400496
2004     9    28    22    21    38.08    35.942210  -120.488990    11.07     1.44     1.49        15.44        40.34   30506356
2004     9    28    22    22    52.36    35.919230  -120.470400     5.46     2.52     2.65         8.30        13.36   21400500
2004     9    28    22    26    45.32    35.930030  -120.478890     4.75     1.74     1.67         5.19        21.98   30228441
2004     9    28    22    33    11.70    35.904250  -120.466840     6.39     1.70     1.84      1126.15       135.48   30501103
2004     9    28    22    35    12.44    35.928380  -120.478100     4.71     1.30     1.20         5.89        33.08   30501104
2004     9    28    23     3    10.86    35.802240  -120.354540     9.67     2.42     2.29         5.25        12.45   21400510
2004     9    28    23     6    52.99    35.918160  -120.469090     5.57     1.14     1.22         7.10        39.90   21400511
2004     9    28    23    10     9.68    35.877510  -120.424320     5.41     1.17     1.40        29.15        62.80   30506368
2004     9    28    23    10    54.73    35.919640  -120.470250     5.60     1.38     1.30        15.49        42.61   30506369
2004     9    28    23    12     5.58    35.825310  -120.371930     7.13     1.25     1.15        34.57        61.97   30506370
2004     9    28    23    18    29.72    35.849920  -120.393440     5.31     1.25     1.43         3.99        30.26   21400514
2004     9    28    23    22    14.86    35.801310  -120.353380     9.67     1.40     1.14         8.78        34.50   30506374
2004     9    28    23    29    10.89    35.939070  -120.487640     5.54     1.79     1.69        22.17        33.98   30506378
2004     9    28    23    30    46.04    35.803640  -120.349550     6.86     0.93     0.92        59.35        96.89   30506380
2004     9    28    23    32    20.01    35.940150  -120.489320     6.28     1.42     1.26         9.14        34.56   30506383
2004     9    28    23    33    49.58    35.937030  -120.486020     5.59     2.56     2.46        28.96        19.60   21400519
2004     9    28    23    40    26.76    35.879790  -120.427190     5.37     1.82     1.98         5.05        20.36   21400522
2004     9    28    23    44    49.09    35.816450  -120.362700     7.00     1.19     1.34       163.83       109.56   30506391
2004     9    28    23    46    44.32    35.876590  -120.423310     5.42     1.47     1.67         8.73        32.68   30506385
2004     9    28    23    47     5.06    35.801140  -120.353180     9.63     2.45     2.28        20.35        19.14   21400520
2004     9    28    23    57     9.40    35.936180  -120.484980     5.65     1.47     1.25        10.23        34.42   21400781
2004     9    29     0     1     8.85    35.973990  -120.531800     5.41     1.82     1.66        24.56        34.38   21400525
2004     9    29     0     2    10.92    35.893310  -120.440690    10.81     1.28     1.10        15.61        46.32   30506397
2004     9    29     0     5    24.92    35.816700  -120.362890     7.00     1.13     1.40   3.0612e+04   6.5615e+02   21400526
2004     9    29     0     8     6.32    35.798220  -120.347610     8.79     1.36     1.39        14.61        42.47   21400530
2004     9    29     0     8    59.49    35.785380  -120.334910     8.54     1.71     1.68        11.86        29.53   30500763
2004     9    29     0    10    21.87    35.925630  -120.472840     5.32     1.40     1.59        16.95        43.10   30500764
2004     9    29     0    18    54.80    35.960510  -120.513890     3.09     1.50     1.42         8.16        30.97   30500766
2004     9    29     0    20    47.42    35.972720  -120.526920     7.25     1.38     1.67         3.05        24.74   21400783
2004     9    29     0    23    52.07    35.924600  -120.471180     5.58     2.08     2.20        12.51        22.04   30500843
2004     9    29     0    38     9.95    35.901760  -120.446330     5.88     1.50     1.95        20.24        42.20   21400545
2004     9    29     0    38    40.43    35.899700  -120.447390    10.12     1.83     1.85        33.08        37.74   30228474
2004     9    29     0    46    16.18    35.969530  -120.525760     5.43     1.48     1.39        29.90        48.69   30500769
2004     9    29     0    48    15.31    35.858690  -120.404660     5.09     1.45     1.39         1.73        19.33   30500771
2004     9    29     0    50    48.62    35.933500  -120.482040     5.19     1.09     1.06         8.20        43.73   30506409
2004     9    29     0    52     8.34    35.929710  -120.478460     4.70     1.37     2.03         6.42        31.96   21400552
2004     9    29     0    54    46.11    35.880830  -120.431170     5.05     0.89     0.84        13.72        61.31   30506411
2004     9    29     0    57    13.25    35.883670  -120.427120     5.51     1.02     1.13         9.72        49.26   21400549
2004     9    29     1     3    40.72    35.922690  -120.474230     5.63     1.78     1.85         5.04        21.02   21400547
2004     9    29     1    11    42.66    35.930660  -120.479220     5.26     1.51     1.29        13.78        36.58   30228449
2004     9    29     1    16    51.41    35.875120  -120.421590     5.41     1.41     1.55         2.38        22.28   21400553
2004     9    29     1    19    40.80    35.931040  -120.479270     5.45     1.45     1.39        11.86        36.80   21400555
2004     9    29     1    28     7.23    35.942170  -120.489650    10.31     2.20     2.29        94.54        39.25   21400559
2004     9    29     1    36     3.65    35.878420  -120.422040     5.40     0.85     0.98         2.90        37.72   30228459
2004     9    29     1    39    24.49    35.848770  -120.396700     4.55     1.13     1.21         4.08        33.47   30228829
2004     9    29     1    39    54.58    35.929050  -120.477670     5.21     1.63     1.44         8.15        27.92   30228830
2004     9    29     1    40    44.04    35.864190  -120.406030     4.61     1.43     1.41         5.08        28.03   21400558
2004     9    29     1    53    35.26    35.897670  -120.442580     5.81     3.56     3.41        48.30        10.11   21400562
2004     9    29     1    55    37.42    35.800880  -120.352860     9.61     2.40     2.23        92.15        32.96   30506421
2004     9    29     1    59    45.32    35.896170  -120.440050     5.18     2.26     2.13         8.13        16.51   21400568
2004     9    29     2     1    35.49    35.904910  -120.449710     5.84     2.20     2.29        14.44        20.96   21400563
2004     9    29     2     3    19.31    35.926790  -120.474680     5.41     1.18     1.11        10.61        44.22   30228559
2004     9    29     2     5    18.02    35.932090  -120.480280     5.46     1.95     2.42        33.26        34.09   21400569
2004     9    29     2     6    25.58    35.873260  -120.417020     5.32     2.34     2.37        71.82        31.76   30500773
2004     9    29     2    11    46.82    35.941610  -120.488740    10.27     1.56     1.70        32.90        47.21   21400564
2004     9    29     2    17    55.80    35.938650  -120.486610     5.61     1.32     1.14        10.04        38.85   21400567
2004     9    29     2    18    48.64    35.950550  -120.502130     5.98     0.62     0.76         7.68        63.41   30228831
2004     9    29     2    23    42.84    35.791770  -120.341370     8.87     1.91     1.89        33.52        35.34   21400570
2004     9    29     2    30     5.15    35.936330  -120.481990     9.71     0.72     1.18        13.97        71.14   21400572
2004     9    29     2    33    45.09    35.856140  -120.396690     4.57     3.06     3.06        19.92        11.46   21400579
2004     9    29     2    36    33.01    35.870910  -120.417360     5.67     1.01     1.07        24.40        67.13   30506428
2004     9    29     2    40    15.09    35.795550  -120.346410     9.86     2.11     2.06        15.36        23.08   30506429
2004     9    29     2    42    49.66    35.879200  -120.426580     5.42     2.67     2.94         7.58        11.47   21400733
2004     9    29     2    45    37.04    35.879040  -120.426280     5.39     1.09     1.21        13.50        51.59   30506431
2004     9    29     2    47    22.22    35.862730  -120.408960     5.07     1.42     1.42        10.74        36.48   21400724
2004     9    29     2    53    54.74    35.992670  -120.552060     4.94     1.31     1.37        18.78        48.10   30228318
2004     9    29     3     1     5.00    35.941750  -120.455180     6.37     1.17     1.35        12.27        47.08   21400713
2004     9    29     3     7    40.73    35.934360  -120.481760     9.72     1.80     1.80        12.82        28.23   21400648
2004     9    29     3     8    43.59    35.937190  -120.485450     5.51     0.82     0.77         2.22        35.53   30228832
2004     9    29     3    12    25.38    35.895840  -120.439460     5.16     2.31     2.28         8.20        15.85   21400646
2004     9    29     3    15    58.48    35.925940  -120.473410     5.40     1.95     1.91        16.46        26.92   21400705
2004     9    29     3    16    25.29    35.925950  -120.473340     5.37     1.51     1.23        11.96        35.09   30500798
2004     9    29     3    23    24.94    35.879630  -120.426980     5.35     0.94     1.10        37.06        81.92   21400668
2004     9    29     3    31     8.48    35.792370  -120.341510     8.72     1.78     1.66       130.25        62.25   30500803
2004     9    29     3    32    23.56    35.926970  -120.473140     4.62     1.65     1.63         6.98        26.08   30500804
2004     9    29     3    38    24.64    35.876960  -120.423900     5.62     1.02     1.41         8.66        47.33   21400716
2004     9    29     3    39    54.51    35.928110  -120.476310     5.33     1.06     1.01        11.65        50.39   21400714
2004     9    29     3    48    50.07    35.929640  -120.478990     5.55     0.99     1.04         8.71        48.56   21400699
2004     9    29     3    58    21.06    35.912010  -120.455260     6.10     1.49     2.59        29.15        47.80   30500795
2004     9    29     3    58    27.19    35.883520  -120.426910     5.80     2.33     2.22        42.25        27.00   30500796
2004     9    29     4     6    10.69    35.926000  -120.472320     4.69     1.03     0.95         5.00        38.97   21400694
2004     9    29     4    10    45.91    35.884360  -120.427750     5.82     1.18     1.23        25.74        59.68   21400689
2004     9    29     4    15    33.91    35.853230  -120.395160     4.88     1.76     1.84        26.32        36.88   30500790
2004     9    29     4    18    18.99    35.878120  -120.424880     5.49     0.80     1.06        79.72       119.10   30500792
2004     9    29     4    19    57.34    35.826620  -120.373420     6.95     1.09     1.12        17.88        57.03   21400680
2004     9    29     4    22     7.29    35.881860  -120.429100     5.60     1.64     1.75         7.71        27.15   21400679
2004     9    29     4    28    43.97    35.927980  -120.476300     5.39     2.36     2.29         7.78        14.91   21400675
2004     9    29     4    31    54.00    35.924950  -120.471990     5.51     2.22     2.18         8.76        17.46   30500784
2004     9    29     4    33    58.52    35.924850  -120.472030     5.54     2.64     2.62        14.04        14.45   30500786
2004     9    29     4    35    24.96    35.851080  -120.394270     5.81     1.05     1.20         5.99        40.85   30500787
2004     9    29     4    40    30.55    35.915100  -120.465140     5.55     1.99     1.95        30.89        32.31   21400666
2004     9    29     4    50     1.82    35.929070  -120.477520     4.75     2.19     2.00        10.48        19.07   21400661
2004     9    29     4    51    49.07    35.861250  -120.403810     4.96     1.33     1.39        10.58        39.04   30500778
2004     9    29     4    55    17.48    35.861260  -120.407540     5.29     0.76     0.88         3.08        41.79   21400658
2004     9    29     5     0    21.61    35.874560  -120.421460     5.29     1.83     2.07         7.70        23.11   21400649
2004     9    29     5     3    50.11    35.937150  -120.485980     5.63     1.54     1.13         4.20        24.13   30500777
2004     9    29     5     8     5.70    35.920150  -120.470850     5.42     1.95     2.05         4.22        17.18   30500805
2004     9    29     5     8    57.74    35.874250  -120.421540     5.27     1.88     2.07         5.42        19.76   30500806
2004     9    29     5    18    18.58    35.930920  -120.479440     5.32     0.85     0.79         4.25        43.11   21400877
2004     9    29     5    20    12.87    35.824980  -120.371810     6.55     1.81     1.94        33.99        38.54   21400740
2004     9    29     5    27    13.56    35.931650  -120.478480     5.36     2.55     2.48        44.01        22.78   30500929
2004     9    29     5    35     7.25    35.867860  -120.411510     5.34     2.05     2.08        12.15        22.48   21401840
2004     9    29     5    35    30.26    35.859290  -120.402550     5.28     1.70     1.55        16.25        33.16   30500913
2004     9    29     5    41    12.87    35.883160  -120.429970     5.49     1.79     2.30         6.41        22.47   21401400
2004     9    29     5    43    42.66    35.884880  -120.431920     5.48     1.07     1.14        27.01        66.26   30506465
2004     9    29     5    44    23.16    35.974820  -120.528070     7.77     1.74     1.52        19.22        33.75   30506466
2004     9    29     5    48    22.97    35.928000  -120.476150     5.17     1.13     1.05        10.49        45.93   21400913
2004     9    29     5    49    36.52    35.957270  -120.509190     8.88     1.53     1.60        14.72        36.80   30500861
2004     9    29     5    51     3.03    35.879100  -120.427790     5.25     0.89     1.10        47.66        93.09   30500862
2004     9    29     5    52    32.69    35.977840  -120.534660     4.80     1.32     1.46        10.33        39.23   21400722
2004     9    29     5    56    52.52    35.929090  -120.477860     4.87     2.40     2.31        15.87        18.29   21402416
2004     9    29     6     5    55.86    35.851120  -120.394700     5.33     1.20     1.16         5.70        35.37   21402424
2004     9    29     6     7    33.45    35.886000  -120.432470     5.69     1.80     2.08         3.68        18.56   30500940
2004     9    29     6    12    25.80    35.878930  -120.425750     5.48     1.54     1.84         8.16        29.95   21402428
2004     9    29     6    18    15.54    35.928980  -120.477510     5.00     1.49     1.33         5.37        27.25   30500942
2004     9    29     6    20    20.45    35.937630  -120.486070     9.07     1.34     1.16         4.30        28.59   30500944
2004     9    29     6    21    25.52    35.882760  -120.429540     5.46     1.32     1.45         2.18        23.25   30500945
2004     9    29     6    23    27.15    35.868220  -120.415500     5.06     2.20     2.16         6.53        16.06   30229579
2004     9    29     6    30     4.43    35.930600  -120.479060     5.30     1.45     1.30         2.52        21.94   30506482
2004     9    29     6    37    25.23    35.934440  -120.483440     5.20     1.57     1.33        22.63        41.35   21401960
2004     9    29     6    39     1.88    35.936320  -120.485290     5.51     1.39     1.21        10.69        37.20   30500919
2004     9    29     6    39    56.58    35.874860  -120.422080     5.26     1.35     1.61        25.90        51.75   30500920
2004     9    29     6    46    20.30    35.936210  -120.484360     9.10     0.99     1.18         2.33        31.36   30228386
2004     9    29     6    49    31.24    35.884930  -120.428580     5.83     1.49     1.43        15.56        38.85   21401970
2004     9    29     6    51    23.59    35.883720  -120.427860     5.61     2.83     2.90        16.15        12.92   21401978
2004     9    29     6    55    28.58    35.958490  -120.510840     8.92     1.66     1.60         1.65        15.96   30506487
2004     9    29     7     2    15.70    35.926270  -120.473710     5.13     1.61     1.40        10.06        30.51   30500909
2004     9    29     7    34    58.83    35.972730  -120.526880     7.27     2.33     2.22         9.89        16.57   21401820
2004     9    29     7    36    50.79    35.928200  -120.476200     5.07     1.45     1.22         6.32        29.84   30500912
2004     9    29     7    44    57.14    35.940040  -120.489010     6.34     0.76     1.04         9.06        59.52   21401741
2004     9    29     8     0    43.00    35.883410  -120.429990     5.66     1.55     1.77       218.74        89.20   21401756
2004     9    29     8     5    27.17    35.930430  -120.479310     4.92     1.94     1.62        22.37        30.17   21401453
2004     9    29     8     6    33.12    35.929790  -120.478420     5.14     0.85     0.92         3.35        39.81   30228615
2004     9    29     8     7    23.62    35.926380  -120.472940     4.71     1.27     1.27         8.53        38.24   30228616
2004     9    29     8    15    40.29    35.918140  -120.469410     5.36     1.65     1.68         4.82        23.09   21401246
2004     9    29     8    17     9.26    35.905140  -120.449240     5.93     1.37     1.17        20.79        47.26   30500893
2004     9    29     8    25    53.45    35.931090  -120.479210     5.46     1.62     1.51        19.74        37.73   21401251
2004     9    29     8    35    49.49    35.926980  -120.473320     9.26     0.90     0.69         1.69        30.33   21401253
2004     9    29     8    41    20.13    35.866520  -120.413700     4.88     1.85     1.84        36.42        38.34   30229580
2004     9    29     8    52    45.88    35.863190  -120.410320     4.74     1.22     1.47        10.00        41.93   21401229
2004     9    29     9     1     4.65    35.974100  -120.532380     5.26     1.99     1.93        19.54        27.68   21401235
2004     9    29     9     2    11.20    35.921270  -120.472860     5.49     2.65     2.64        11.59        13.44   30500891
2004     9    29     9     9    51.56    35.973670  -120.531920     5.32     1.74     1.57        24.37        36.59   30500892
2004     9    29     9    23    34.14    35.825380  -120.372470     6.58     1.67     1.83        24.39        38.97   21400874
2004     9    29     9    29    47.79    35.926110  -120.475090     6.17     1.21     1.05        11.42        44.12   21400723
2004     9    29     9    33     2.57    35.924530  -120.471480     5.53     1.36     1.28        27.32        52.35   30228323
2004     9    29     9    53    24.61    35.959770  -120.508060    10.96     1.40     1.46        29.86        52.04   21400929
2004     9    29    10     4    23.76    35.929910  -120.478740     4.70     1.48     1.37         3.44        23.70   21401193
2004     9    29    10    15     0.19    35.919290  -120.466510     6.64     1.36     1.25        24.79        50.41   21401197
2004     9    29    10    15    44.73    35.937870  -120.485940     5.59     1.15     1.55         7.78        41.06   30500883
2004     9    29    10    17    54.86    35.860950  -120.407120     5.19     1.49     1.35        11.97        35.54   21401198
2004     9    29    10    23    31.31    35.857210  -120.398060     4.64     2.27     2.33        13.43        19.39   21401200
2004     9    29    10    33    35.48    35.918500  -120.470010     5.35     0.98     1.08         1.71        28.44   30228608
2004     9    29    10    34    47.86    35.876940  -120.423530     5.48     1.98     2.16        43.36        36.26   30228607
2004     9    29    10    42    25.07    35.876980  -120.423760     5.40     1.98     2.39         8.98        21.44   21401306
2004     9    29    10    48    47.67    35.973910  -120.525100    11.22     1.86     1.84        63.04        45.48   21401310
2004     9    29    10    49    33.02    35.858780  -120.402070     5.29     1.16     1.23         2.32        27.15   30500899
2004     9    29    10    56    41.05    35.925970  -120.473150     5.04     0.95     1.18         3.13        35.82   30229585
2004     9    29    10    57    37.11    35.897220  -120.443030     6.25     0.80     0.91        29.98        86.24   30229586
2004     9    29    10    57    48.93    35.926200  -120.473490     5.10     1.55     1.42         5.96        26.93   21401402
2004     9    29    10    59    31.15    35.854950  -120.402730     8.76     2.13     2.09        23.33        26.22   21401403
2004     9    29    11     8     2.70    35.946300  -120.495340     4.65     0.69     1.02         2.26        39.81   21401408
2004     9    29    11    16    45.12    35.935940  -120.484140     6.33     1.13     1.16        60.22        82.36   21401412
2004     9    29    11    57     4.18    35.973090  -120.530030     5.41     1.77     1.67        15.59        30.92   30506489
2004     9    29    11    59    19.58    35.826030  -120.373130     6.55     1.97     2.07         7.99        20.94   21401985
2004     9    29    12     2     5.69    35.863380  -120.406550     5.29     1.32     1.36         7.59        35.40   21401986
2004     9    29    12     3    52.93    35.826010  -120.372180     6.55     1.36     1.37        66.10        70.30   21401989
2004     9    29    12     9     5.98    35.883330  -120.430880     5.73     1.46     1.42        22.58        45.06   21401991
2004     9    29    12    16    34.71    35.858160  -120.398870     4.65     0.72     1.03         6.92        56.28   30228393
2004     9    29    12    23    55.19    35.825210  -120.372020     7.12     1.06     1.18        20.96        61.60   21402106
2004     9    29    12    24    33.36    35.879960  -120.427220     5.41     1.36     1.42        23.46        49.67   30500930
2004     9    29    12    26    58.80    35.974590  -120.528870     7.47     1.93     1.76         7.01        20.71   30500931
2004     9    29    12    38     4.32    35.984480  -120.541790     2.12     0.90     0.64         5.27        44.40   21402116
2004     9    29    12    39    57.62    35.973860  -120.532190     5.31     1.74     1.62        30.31        39.41   21402117
2004     9    29    12    57     8.22    35.927760  -120.476340     5.39     2.18     2.08        45.81        31.38   21400795
2004     9    29    12    59    48.82    35.977000  -120.532490     6.81     2.07     1.95        25.86        28.36   21400798
2004     9    29    13    17    24.70    35.949870  -120.497860     5.87     1.55     1.50        12.84        34.74   30500847
2004     9    29    13    50     6.38    35.971770  -120.526390     7.20     0.94     1.11         6.47        45.77   21400833
2004     9    29    13    51     4.73    35.887870  -120.430490     4.72     0.96     1.04        33.12        77.75   30228297
2004     9    29    13    52    29.72    35.921060  -120.473330     5.32     0.75     1.18         6.11        52.90   30228296
2004     9    29    13    53    44.37    35.972760  -120.530810     5.35     0.77     1.05         8.13        57.08   30228295
2004     9    29    13    55    40.82    35.928210  -120.476460     4.92     1.24     1.18         6.17        35.25   21400835
2004     9    29    13    56    23.53    35.925410  -120.472780     5.50     0.90     1.70         3.67        39.33   30228301
2004     9    29    14     9    41.52    35.937530  -120.485820     5.44     1.15     1.14         8.91        42.77   21400842
2004     9    29    14    22    26.64    35.972360  -120.526550     7.02     0.90     1.11         4.09        40.62   21400849
2004     9    29    14    28    26.86    35.957260  -120.505590    10.86     1.50     1.59        84.72        67.71   30500849
2004     9    29    14    38    23.79    35.928210  -120.475890     5.01     0.81     1.11         1.56        31.77   21400855
2004     9    29    14    40    28.46    35.931890  -120.479960     5.37     1.72     1.65        17.19        33.32   21400856
2004     9    29    14    41    22.52    35.930870  -120.480130     5.29     1.23     1.00        17.79        50.59   30500851
2004     9    29    14    42    35.02    35.928670  -120.477470     4.87     1.26     1.19         6.05        34.29   30500852
2004     9    29    14    44    35.56    35.947320  -120.496720    13.34     1.69     1.66         5.26        22.99   21400858
2004     9    29    14    49    17.13    35.849960  -120.393510     5.32     1.19     1.16        10.43        43.62   21400860
2004     9    29    14    58     6.10    35.817350  -120.365350     8.68     1.43     1.59        36.76        54.59   21400868
2004     9    29    15    23     1.60    35.800830  -120.352860     9.66     2.01     1.87        21.73        28.08   21400890
2004     9    29    15    36     3.29    35.924520  -120.471320     5.57     1.73     1.69        15.79        31.87   21400904
2004     9    29    15    44    43.25    35.964600  -120.515640    10.98     1.21     1.30        33.89        63.60   21400909
2004     9    29    15    54     3.84    35.938540  -120.486640     5.62     1.44     1.40        11.19        36.23   21400911
2004     9    29    16     6     3.50    35.818160  -120.364730     7.07     1.11     1.10        26.42        63.69   30506452
2004     9    29    16     7    56.00    35.863080  -120.405890     5.07     1.63     1.73         5.48        24.53   30506454
2004     9    29    16    16    58.71    35.799660  -120.351450     9.61     2.30     2.16        63.52        31.68   21400955
2004     9    29    16    31    55.21    35.924540  -120.469800     4.84     2.87     2.90        14.25        11.95   21400963
2004     9    29    16    40    19.21    35.794560  -120.344390     9.06     1.25     1.37         2.46        25.76   21400970
2004     9    29    16    42    13.00    35.859820  -120.402430     4.96     1.58     1.62        29.04        44.40   21400972
2004     9    29    16    45    51.87    35.930380  -120.478960     5.41     1.93     1.97        33.91        35.06   21400973
2004     9    29    17     2    38.88    35.872530  -120.423110     5.01     1.39     1.61        10.59        37.04   30500871
2004     9    29    17     3     5.27    35.926890  -120.474650     5.43     1.11     1.01         9.08        44.40   30500872
2004     9    29    17     5    27.04    35.794640  -120.344540     9.08     1.53     1.66        12.51        35.00   21400981
