Year    Mon   Day  Hour   Min    Sec        Lat         Lon         Dep       Mw      Mcat     Stress drop      fc     NCEDC_ID
2005     3    13    21    15     3.30    35.926330  -120.472390     4.77     0.79     1.29        12.82        65.06   21445141
2005     3    14     7     3    44.77    35.969500  -120.522990     3.99     0.84     1.11         8.75        55.07   21445278
2005     3    14     7    26    56.22    35.891220  -120.438560    10.68     1.34     1.43        77.16        75.37   21445283
2005     3    14    10    22     3.16    35.964410  -120.516600     3.79     0.39     0.54         4.05        62.12   21445310
2005     3    14    15     7     0.73    36.000680  -120.558690     4.43     1.43     1.33        21.51        45.46   30228856
2005     3    14    15    25    14.00    35.863090  -120.405920     5.07     1.68     1.79        14.23        32.12   21445347
2005     3    14    20    45    37.10    36.021230  -120.579140     4.92     1.70     1.64        24.82        37.98   21445379
2005     3    15     5    12    45.41    35.997250  -120.556980     2.90     0.95     1.14         4.39        39.92   21445451
2005     3    15     8    22    32.85    35.874860  -120.418620     5.26     0.78     0.78         3.16        41.21   21445480
2005     3    15    12     3    36.57    35.969410  -120.522940     4.00     1.15     1.15         2.89        29.38   21445508
2005     3    16     3    12    44.40    35.988780  -120.546910     4.59     0.79     1.00        11.04        62.25   21445647
2005     3    16    10    28    11.82    35.936450  -120.481680    10.76     1.49     1.45       191.88        90.07   21445694
2005     3    16    14    53    56.42    35.926370  -120.473390     5.10     0.65     0.99         3.60        47.86   21445709
2005     3    16    14    56    45.42    35.926260  -120.473340     5.08     1.12     1.22         6.89        40.24   21445711
2005     3    17     5    36    24.73    35.811950  -120.353510     4.90     0.97     1.36   5.3441e+12   4.1828e+05   21445837
2005     3    17     8    52    20.02    35.888110  -120.430600     4.75     1.12     1.36        53.33        80.11   21445867
2005     3    17     8    52    36.42    35.928980  -120.477310     4.67     1.61     1.39        13.93        33.82   30506797
2005     3    17     9     4    31.49    35.929000  -120.477200     4.77     1.58     1.41         4.57        24.07   21445871
2005     3    18     4    56    23.22    35.867970  -120.410890     5.02     0.86     1.16         1.46        29.79   21446105
2005     3    18     6     7    28.42    35.999930  -120.561640     3.16     1.13     1.14         2.35        27.84   21446119
2005     3    18    13     4    24.87    35.825250  -120.372050     7.11     0.92     1.09        34.18        81.23   21446179
2005     3    20    17     9    22.03    36.036300  -120.591220     4.41     1.50     1.53         7.40        30.19   21446474
2005     3    20    18     5    11.59    35.854170  -120.396150     4.90     2.33     2.53        10.07        16.75   30506802
2005     3    21     1    15    48.60    35.878370  -120.425770     9.98     1.23     1.28        14.18        46.69   21446524
2005     3    21    12    46    18.75    35.927010  -120.474630     5.07     1.28     1.22         5.82        33.37   21446559
2005     3    21    15    28     2.82    35.993710  -120.553840     4.26     1.39     1.67         3.60        26.04   21446579
2005     3    21    18    15     8.22    35.980050  -120.539270     3.19     1.18     1.42         6.01        36.61   21446595
2005     3    22     4    52    44.91    35.857040  -120.397700     4.62     1.38     1.41         5.67        30.49   21446631
2005     3    22    12    11    37.56    36.003750  -120.562340     4.54     2.77     2.65        12.29        12.34   21446653
2005     3    22    12    39    30.28    36.008110  -120.564180     4.34     1.30     1.22         3.93        28.76   30506803
2005     3    22    12    39    59.28    36.006730  -120.565400     4.45     2.10     1.99        14.53        22.93   21446657
2005     3    23     2    49    22.69    35.868810  -120.363010    10.57     1.13     1.09        13.21        49.53   21446763
2005     3    24     8    36    42.21    35.948860  -120.497710     4.82     0.51     0.53         2.06        44.79   21446900
2005     3    24    11    44    25.03    35.930210  -120.478420     5.38     1.69     1.52        20.96        36.40   21446912
2005     3    24    20    46     4.03    35.961680  -120.516560     2.92     0.58     1.21         1.90        41.27   21446996
2005     3    24    21    51    48.32    36.003660  -120.561220     5.38     0.96     1.01         5.21        41.97   21447000
2005     3    25     4    25    23.68    35.887910  -120.430540     4.73     0.88     1.03        67.23       104.96   21447052
2005     3    26     4    36    48.92    35.840470  -120.387030     6.47     3.51     3.68        34.07         9.35   21447168
2005     3    26     4    54    51.60    35.840350  -120.387190     6.57     1.27     1.40         8.94        38.83   21447170
2005     3    26    15    54    37.71    35.782430  -120.332200     8.47     2.00     1.94        30.01        31.63   21447242
2005     3    27    10    42    28.64    35.857810  -120.398660     4.64     1.04     1.18         1.94        28.33   21447376
2005     3    27    17    26    36.89    35.935870  -120.483580     5.59     0.51     0.54        20.61        96.91   21447412
2005     3    27    17    32     4.88    35.998330  -120.558590     2.73     1.36     1.55         2.90        24.80   21447414
2005     3    27    23    42    45.72    36.021130  -120.579300     4.56     1.53     1.48         4.84        25.53   21447466
2005     3    28     6    50    59.84    35.910470  -120.453900     6.03     2.42     2.66        57.89        27.75   21447502
2005     3    28     6    59     7.41    35.984340  -120.543350     2.51     0.98     1.09        10.68        52.31   21447504
2005     3    28    13    22     5.99    35.854670  -120.394480     4.25     0.83     0.99        24.24        78.40   21447530
2005     3    29     2    12    30.83    35.930730  -120.479280     5.38     1.24     1.14        10.73        42.32   21447584
2005     3    29     2    19    31.52    35.941930  -120.488540    11.09     2.08     2.26        51.00        35.25   21447586
2005     3    30     7    19     7.44    35.927950  -120.475610     4.92     0.59     0.54        19.25        88.42   21447722
2005     3    30    11    48    53.65    35.987820  -120.545530     4.67     0.79     1.03         5.41        48.94   21447734
2005     3    30    16    29     2.16    36.014200  -120.571080     4.71     1.15     1.35         5.54        36.64   21447763
2005     3    31    11    24    30.35    35.960980  -120.512510     5.46     0.35     0.54         2.95        57.85   21447880
2005     3    31    20     8    33.26    36.019270  -120.577900     4.53     1.79     1.67        26.79        36.37   21447925
2005     3    31    21    41    30.15    35.860460  -120.403740     5.17     2.31     2.39        46.58        28.20   21447933
2005     3    31    22    45    54.63    35.973800  -120.529480     5.72     0.62     0.89        22.29        90.81   21447939
2005     4     1    10    25    53.25    35.847090  -120.393150     6.55     3.15     3.07        59.77        15.30   21448001
2005     4     1    10    27     8.78    35.848620  -120.394670     6.57     1.58     1.61         8.93        29.85   30506818
2005     4     1    19    11    30.04    35.957280  -120.508220    14.22     2.70     2.82        19.39        15.21   21448062
2005     4     2    16    31    23.73    35.925110  -120.471640     4.77     0.95     1.17        54.70        92.33   30228891
2005     4     3    18    40    38.99    35.980180  -120.537810     5.67     0.35     0.88         4.88        68.02   21448307
2005     4     4    10    27    44.09    36.016220  -120.574760     4.78     1.28     1.33         3.03        26.92   21448385
2005     4     5     1    15    46.34    35.999990  -120.558150     4.40     1.89     1.88        21.52        31.06   21448463
2005     4     5     5    34    16.94    36.034720  -120.601270     1.17     1.74     1.87         0.87        12.11   21448493
2005     4     5    15    29    44.04    35.959370  -120.511420    13.99     0.91     1.18        17.67        65.59   21448527
2005     4     6    10     2    38.12    35.967480  -120.523840     6.02     0.41     0.54         7.31        74.21   21448660
2005     4     6    20     8    53.24    35.801310  -120.340310     4.25     1.76     2.01        32.07        39.40   21448727
2005     4     7     1     3    38.18    36.010860  -120.572450     2.91     1.15     1.35         1.74        24.82   21448755
2005     4     7     1    20     0.72    35.984400  -120.542910     2.45     1.28     1.26         3.59        28.33   21448763
2005     4     7    18    38    36.56    35.927990  -120.475570     5.45     0.69     0.54         3.93        47.99   21448893
2005     4     7    21    12    55.86    36.009490  -120.565710     5.53     0.91     1.03        12.27        58.32   21448930
2005     4     8     3    57    12.59    35.825660  -120.372470     6.56     1.56     1.75        26.44        43.67   21448986
2005     4     8    14    35     3.73    35.928050  -120.474140     6.34     0.98     1.21        13.82        57.05   21449030
2005     4     8    16    36    33.88    36.009300  -120.565440     5.56     1.04     1.21         7.93        45.10   21449042
2005     4     8    16    41    58.80    35.937220  -120.485290     5.45     0.81     0.89        10.71        60.72   21449044
2005     4     9     7    32    17.41    35.948630  -120.497810     4.76     0.67     0.89        11.15        69.06   21449150
2005     4    10     2     3    57.87    35.978900  -120.535780     4.16     0.61     1.04         2.09        41.52   21449234
2005     4    10     3     1    11.99    35.791940  -120.341040     8.72     1.08     0.93        16.92        56.18   21449244
2005     4    10     6    40    46.03    35.864320  -120.405840     4.62     1.48     1.46        10.13        34.12   21449274
2005     4    10    20    14    36.20    35.858380  -120.399240     4.67     1.17     1.43         8.66        41.89   21449342
2005     4    11     2    43    45.92    35.937660  -120.485620     5.43     0.53     0.53         5.67        61.85   21449386
2005     4    11    12    29    50.83    35.893360  -120.440640    10.75     0.97     1.25         7.03        46.05   21449426
2005     4    11    21    39    20.08    36.013980  -120.573670     4.33     0.69     1.04         1.34        33.52   21449512
2005     4    11    22     3    23.88    35.933450  -120.482230     5.13     0.64     0.90         8.98        65.91   21449514
2005     4    12     5     7    17.18    35.816480  -120.362680     7.01     1.16     1.37       209.34       121.83   21449536
2005     4    12     7    10     0.26    35.996120  -120.555680     3.07     0.86     1.14         2.26        34.52   21449540
2005     4    12    23     0    36.52    35.859960  -120.402370     4.90     0.88     1.04         2.50        35.08   21449598
2005     4    13     1    58    38.96    35.936920  -120.484930     5.55     1.10     1.14         2.38        28.76   21449619
2005     4    13     8    51     3.92    35.957110  -120.509470     8.87     0.85     1.12         3.52        40.40   21449707
2005     4    13    14    13    58.43    35.977050  -120.539150     2.66     0.79     0.99         2.86        39.73   21449736
2005     4    14     3    21    51.90    35.859350  -120.402590     5.30     0.68     1.25         1.22        32.68   21449842
2005     4    15     5    12    22.54    35.889520  -120.436700    11.09     1.54     1.58        60.08        58.61   21450004
2005     4    15    18    15     8.82    36.053140  -120.607120     4.35     1.46     1.35         6.36        29.63   21450088
2005     4    15    18    58     1.32    35.960470  -120.513880     3.08     1.44     1.36         9.13        34.02   21450098
2005     4    16     1    59    26.13    35.962500  -120.514100     3.48     0.54     0.54         5.64        61.41   21450144
2005     4    16    10    13    15.36    35.888800  -120.434440     8.07     3.60     3.45        35.03         8.76   21450190
2005     4    16    10    17     2.98    35.894700  -120.442590    11.64     1.17     1.01        39.67        69.43   30506831
2005     4    16    21    33    40.73    36.066230  -120.618300     4.60     1.58     1.26        19.11        38.74   21450267
2005     4    18    13    33    34.62    36.023550  -120.585990     1.43     1.33     1.53         4.23        28.71   21450446
2005     4    19     8    52    34.49    35.987020  -120.544600     4.75     1.30     1.38        14.69        44.75   21450613
2005     4    21     0    59    16.96    35.990160  -120.549150     4.56     0.93     1.17         4.29        40.34   21451016
2005     4    21     3    23    39.37    35.979830  -120.539450     3.13     0.45     0.96         1.24        39.62   21451050
2005     4    21     4    53    34.66    35.927070  -120.474760     5.17     0.96     0.88         4.92        41.05   21451064
2005     4    21     5    33    27.04    35.964010  -120.516580     3.86     0.39     0.54        11.75        88.44   21451074
2005     4    21    22    58    52.60    35.988780  -120.547570     4.31     0.93     1.20         7.15        47.90   21451232
2005     4    23     5    28     5.98    36.004960  -120.562360     5.38     0.69     1.04         2.73        42.23   21451547
2005     4    23    16    57    20.80    35.981350  -120.539020     5.50     0.46     1.04         4.38        60.15   21451659
2005     4    24     4    34     3.47    35.890870  -120.436670     6.42     0.91     1.26        41.07        87.25   21451810
2005     4    24    11    20    44.39    36.009760  -120.566160     5.53     0.46     1.03        13.57        87.76   21451863
2005     4    24    19    33    41.00    35.961560  -120.516890     2.93     1.04     1.13         6.90        43.13   21451936
2005     4    25     3    57     1.87    35.981400  -120.538940     5.51     0.59     1.12         6.84        62.39   21452045
2005     4    25     8    40    54.19    36.004410  -120.561940     5.43     0.83     1.04         4.06        43.15   21452088
2005     4    25    20    29    32.26    35.928250  -120.476250     4.91     1.24     1.14         9.65        40.99   21452191
2005     4    27    21    52    35.50    35.926110  -120.473460     5.03     1.46     1.26        11.46        36.11   21452663
2005     4    28     9     0    12.25    36.050110  -120.604020     5.56     1.15     1.01         6.25        37.92   21452749
2005     4    29    10    28    16.56    35.994340  -120.553860     5.03     0.72     1.03         5.33        51.65   21453012
2005     4    30     6    34    10.10    35.992090  -120.551090     4.93     0.77     0.88        52.33       105.95   30506847
2005     4    30     6    50    32.76    35.992270  -120.551540     4.98     0.85     0.57        42.46        92.93   30506849
2005     5     1    17    19    14.72    35.991180  -120.549590     4.83     0.57     0.95         3.01        48.46   21453406
2005     5     1    17    27    56.26    35.979510  -120.537100     3.32     1.08     1.23         6.67        41.37   21453408
2005     5     1    19    27    54.52    35.979420  -120.537130     3.33     1.26     1.26         8.62        38.72   21453418
2005     5     3     5    52    26.73    35.888400  -120.430970     4.72     0.84     1.03         9.07        55.65   21453733
2005     5     3    21     2    50.68    35.951340  -120.497960    14.03     2.92     3.18        90.93        21.21   21453859
2005     5     4     9    23    56.60    35.999820  -120.557930     4.41     1.89     1.86        19.61        30.19   21454005
2005     5     4     9    32    21.94    35.999830  -120.557950     4.42     1.17     1.21         9.93        43.78   21454010
2005     5     4    17     9    40.79    35.959990  -120.510270     4.40     0.35     0.77         4.02        63.82   21454115
2005     5     4    21    31    16.24    36.001500  -120.559500     4.42     2.84     2.77         6.26         9.36   21454205
2005     5     4    23    34    47.44    36.000670  -120.558630     4.45     2.23     2.27         3.57        12.90   21454250
2005     5     5     4    18    50.46    35.952500  -120.503160    13.60     0.90     1.10         5.78        45.88   21454292
2005     5     5    14     3    53.66    35.933830  -120.482810     5.11     0.99     1.11         4.39        38.55   21454386
2005     5     5    23    39    20.17    36.004440  -120.563250     4.44     0.73     1.05         4.62        48.77   21454532
2005     5     6     7    13    47.81    35.961150  -120.512560     5.45     0.49     0.77         7.73        70.90   21454651
2005     5     6    17    52    55.92    35.987980  -120.545950     4.56     0.85     1.05         3.70        41.03   21454745
2005     5     7     9    23    51.97    35.999450  -120.560950     3.22     1.59     1.58         2.95        20.51   21454990
2005     5     7    22    35     0.81    35.928110  -120.474180     6.37     0.44     1.07         2.64        51.74   21455104
2005     5     7    23    38    26.32    35.979290  -120.538650     3.14     0.81     1.07         5.97        49.98   21455114
2005     5     8     2    16    43.76    35.930060  -120.478880     4.72     0.90     0.98         2.35        33.78   21455138
2005     5     8    11    56    52.99    35.969470  -120.522980     3.99     0.86     1.07         8.33        53.35   21455198
2005     5     8    22    17    18.12    35.988320  -120.545950     4.72     1.50     1.54        13.33        36.47   21455312
2005     5     8    23    53    25.92    35.932050  -120.481070     5.38     0.58     0.96        11.42        74.75   21455326
2005     5     9     0     3    31.86    35.950280  -120.502000     5.95     0.61     0.76        10.32        70.43   21455334
2005     5     9    11    54    59.20    35.972860  -120.526960     7.27     1.99     1.92        13.39        24.34   21455464
2005     5     9    13     0    19.21    35.892090  -120.439340    11.08     0.82     1.21        42.21        94.50   21455476
2005     5     9    13     8    36.82    35.931330  -120.476480    10.19     3.18     3.08        29.66        11.79   21455482
2005     5     9    17     4     6.46    35.972080  -120.526320     7.24     0.59     1.08         4.31        53.55   21455536
2005     5     9    21    57    13.64    35.924420  -120.471050     5.56     0.86     1.15        13.31        62.31   21455606
2005     5    10     8    11    25.21    35.987550  -120.545950     4.55     0.46     0.99         6.37        67.96   21455695
2005     5    10    11    25    32.65    35.972670  -120.526840     7.19     0.54     1.07         2.34        45.41   21455705
2005     5    10    12    22     8.58    36.006920  -120.566180     4.51     1.07     1.08         3.03        32.08   21455711
2005     5    10    14    27    22.81    35.889310  -120.435920    10.60     1.03     1.11         9.86        49.03   21455727
2005     5    10    22    31    33.44    35.973110  -120.527090     7.29     1.56     1.36        14.18        35.70   21455808
2005     5    11     0    42    55.22    35.926050  -120.473200     5.05     0.87     0.77         3.49        39.66   21455834
2005     5    11     3    57    52.13    36.055270  -120.610070     4.37     2.14     2.14        23.49        25.99   30506888
2005     5    11     7    58     4.11    35.889960  -120.437090    11.06     1.27     1.34         2.32        24.69   21455879
2005     5    11     8    33    14.41    36.014400  -120.571660     6.23     1.18     0.90        39.82        68.80   30506889
2005     5    11    11    27     3.02    35.962690  -120.515140     5.98     0.79     1.11         3.18        41.19   21455891
2005     5    11    20    19     0.86    35.969360  -120.522880     3.99     0.92     1.06         7.80        49.85   21455990
2005     5    13     5    30    42.96    35.926890  -120.474610     5.41     0.85     0.77         2.59        36.41   21456276
2005     5    13    15    53     2.84    36.004340  -120.563150     4.44     0.89     0.81         3.03        37.29   21456332
2005     5    14     6    58    31.49    36.014130  -120.572520     4.47     1.01     1.10        21.56        64.52   21456471
2005     5    14    11    45    49.39    36.023100  -120.580760     4.65     1.63     1.71         2.71        19.31   21456504
2005     5    14    14    24    16.35    36.009840  -120.566540     4.98     1.16     1.40        17.10        52.76   21456520
2005     5    14    17     5    11.93    35.997100  -120.558090     5.00     1.27     1.46         8.24        37.69   21456553
2005     5    15     6    56    23.08    36.022730  -120.583080     4.73     1.34     1.34        25.97        52.47   21456631
2005     5    16     7    30    20.25    35.933880  -120.479040    10.40     1.94     2.06        50.58        39.74   21456839
2005     5    16     7    51     0.74    35.938800  -120.483230     9.33     1.00     1.08         4.92        39.72   21456843
2005     5    16     8    10    23.58    35.932870  -120.478470    10.30     2.60     2.63        25.40        18.14   21456848
2005     5    16    14    59    19.21    35.781500  -120.331790     8.63     1.43     1.43         4.56        27.12   21456932
2005     5    16    19    16    25.28    35.942620  -120.488140    10.21     2.30     2.41        52.39        29.79   21456966
2005     5    16    19    38    43.13    35.941110  -120.487810    10.38     2.97     3.02        32.88        14.50   21456972
2005     5    16    19    50    52.80    35.939650  -120.486240    10.34     3.28     3.16        22.50         9.94   21456975
2005     5    16    20     1    32.48    35.941230  -120.488180    10.27     1.36     1.45       234.51       106.64   21456976
2005     5    16    20    32    53.87    35.942710  -120.489730    10.41     0.99     1.26        53.59        88.92   21456982
2005     5    17     6    44     4.18    35.941610  -120.488810    10.24     1.54     1.57        31.59        47.41   21457042
2005     5    17     7    14    25.79    35.792330  -120.341420     8.69     1.72     1.62        94.75        58.50   21457046
2005     5    17     9    17    28.00    35.976000  -120.537860     2.67     0.55     0.80         3.10        49.58   21457073
2005     5    17     9    20    41.61    35.929050  -120.475480     9.15     0.63     1.07         1.09        32.96   21457074
2005     5    17    16    58    14.01    35.980110  -120.534730     7.76     1.55     1.39        18.83        39.34   21457122
2005     5    17    18    14    17.80    36.005780  -120.563740     5.45     0.68     0.98         2.52        41.66   21457131
2005     5    17    19     1    29.12    35.937620  -120.485970     9.05     1.31     1.42         8.60        37.14   21457138
2005     5    18     0    35    59.21    35.794710  -120.344520     9.08     1.48     1.53        19.43        42.10   21457238
2005     5    18    20     1    52.16    35.929210  -120.473840    10.08     2.00     2.12        26.18        30.34   21457441
2005     5    18    20    43    22.74    35.928490  -120.474340     9.19     1.21     1.43         1.92        24.52   21457446
2005     5    19     7     4    58.25    35.910910  -120.457790     5.46     0.62     0.41         1.21        34.18   21457526
2005     5    19     8    59    19.17    35.979910  -120.539280     3.15     0.45     1.07         3.81        57.63   21457533
2005     5    19     9     8     1.40    35.979920  -120.539220     3.18     0.74     1.07         0.79        26.89   21457535
2005     5    19     9    27    28.33    35.897020  -120.440830     5.21     0.92     1.04         1.49        28.72   21457539
2005     5    19     9    32    37.68    35.883450  -120.430660    10.71     1.09     1.41        30.89        67.95   21457541
2005     5    19    15    54     7.20    35.972780  -120.527230     4.16     0.92     1.13         2.65        34.76   21457575
2005     5    19    16    36    42.39    35.977710  -120.539420     2.66     0.81     0.94         3.11        39.92   21457591
2005     5    19    20    15    51.25    36.004240  -120.563060     4.52     1.18     1.12         1.53        23.29   21457631
2005     5    20     0    46    16.33    35.991770  -120.551580     4.88     0.99     1.12         9.31        49.79   21457663
2005     5    20     5    40    34.99    35.894440  -120.443840    11.79     1.42     1.54        22.43        46.73   21457716
2005     5    20    21    49    56.13    35.938390  -120.486460     5.57     1.39     1.16        15.06        41.72   21457810
2005     5    21    16    52    12.66    35.854900  -120.398030     5.20     1.31     1.43        10.26        39.23   21457972
2005     5    22     0     7    45.07    35.933350  -120.481860     5.13     0.99     1.11        10.00        50.78   21458048
2005     5    22     4    38    32.17    36.011420  -120.569910     4.49     0.68     1.02         2.81        43.19   21458082
2005     5    22     5    42    11.26    35.926780  -120.474500     5.00     1.17     1.17        14.71        50.02   21458088
2005     5    22     8     5    10.03    35.858820  -120.402090     5.29     0.97     1.05         2.82        33.88   21458104
2005     5    22    20    15    15.64    35.889320  -120.436760    11.13     0.92     1.23        46.52        90.35   21458171
2005     5    22    23     2     4.60    35.926560  -120.472980     4.75     0.89     1.09         4.58        42.74   21458183
2005     5    23    13    27    59.90    35.930880  -120.479200     5.42     1.15     1.17         8.68        42.36   21458236
2005     5    23    17     7    37.63    35.926030  -120.473540     5.41     1.33     1.23        20.93        48.86   21458252
2005     5    23    17    15    56.48    35.925980  -120.473600     5.36     1.59     1.44        10.86        31.74   21458254
2005     5    23    21     2    46.91    35.940500  -120.486770    11.00     0.64     1.08   8.2838e+03   6.4175e+02   21458274
2005     5    23    21    34     3.32    35.795690  -120.346440     9.83     1.63     1.53         5.24        24.03   21458277
2005     5    24     2    50    17.09    35.934060  -120.483050     5.17     0.55     0.92         4.37        55.80   21458316
2005     5    24     4    43     4.77    35.999590  -120.561290     3.27     1.76     1.79         4.79        21.04   21458332
2005     5    24    11    28    22.63    36.038040  -120.593490     4.37     2.15     2.29         3.68        13.82   21458368
2005     5    24    16    19    13.39    36.037630  -120.593030     4.37     1.80     1.81         8.16        24.23   21458397
2005     5    25     7    33    33.18    35.859400  -120.402510     5.30     0.90     1.15         1.73        30.57   21458504
2005     5    25    10    14     3.36    35.861350  -120.403850     4.93     1.10     1.26         7.94        43.07   21458514
2005     5    25    22    50    50.72    35.934730  -120.483170     5.61     0.45     0.92         5.77        66.32   21458595
2005     5    26     4    59    45.72    36.021500  -120.579300     4.56     2.53     2.67        14.77        16.05   21458648
2005     5    26     5     9     6.97    36.022150  -120.581280     4.54     0.98     1.10         8.55        48.82   21458649
2005     5    26    10    31     4.04    35.963950  -120.516470     3.88     0.19     0.40       300.69       307.53   21458674
2005     5    26    10    46    57.62    36.036720  -120.590950     4.46     2.11     2.13       136.30        47.97   21458676
2005     5    26    10    52    57.42    36.036870  -120.591350     4.49     1.99     1.98        53.62        38.78   21458677
2005     5    27     0    46    59.35    36.037690  -120.593100     4.48     1.36     1.45        12.55        40.46   21458833
2005     5    27     3     6    38.90    36.049320  -120.607910     3.53     1.80     1.94         3.89        18.95   21458851
2005     5    27     6    56    59.90    35.802310  -120.354330     9.67     1.59     1.43        35.18        46.93   21458877
2005     5    27     7    46    49.42    36.019780  -120.578670     4.45     1.04     1.07         5.40        39.85   21458887
2005     5    27     7    49    33.67    35.980680  -120.538210     5.58     0.28     1.10         4.81        71.93   21458889
2005     5    27    17    33    30.49    35.986100  -120.543490     4.69     0.76     1.01        10.65        62.79   21458969
2005     5    28    14    40     6.17    36.038530  -120.594020     4.40     1.43     1.25        34.79        53.64   21459161
2005     5    29     1    16    40.63    35.935700  -120.480840    10.42     0.89     1.13         2.31        33.81   21459259
2005     5    29     4    31    41.24    35.927860  -120.475650     4.90     0.59     0.92         9.64        70.18   21459286
2005     5    29     9    26    44.49    35.958960  -120.511360    14.14     0.88     1.01        32.78        82.68   21459331
2005     5    29    13    37    39.14    35.929090  -120.477210     5.36     0.95     0.98         7.25        47.21   21459365
2005     5    29    18     4    16.30    35.937960  -120.485890     5.61     0.36     0.92         4.53        66.26   21459399
2005     5    30    17    58    20.37    35.802150  -120.354210     9.64     1.20     0.97         7.49        38.72   21459563
2005     5    30    18    56    15.51    35.859250  -120.401640     5.00     2.21     2.29         7.26        16.49   21459573
2005     5    30    19    14    23.28    35.859930  -120.402340     4.99     2.37     2.45        46.41        26.93   21459577
2005     5    31     1    30    11.28    35.859940  -120.402380     4.91     0.90     1.23         2.40        34.14   21459611
2005     5    31     4    21    28.18    36.038650  -120.595110     4.32     1.05     1.25        23.09        63.86   21459631
2005     5    31    17    37    11.16    35.840260  -120.387220     9.01     2.21     2.23         8.23        17.30   21459721
2005     5    31    18    13    36.79    36.000480  -120.558250     4.44     1.19     1.28         2.36        26.61   21459731
2005     6     1     4    39    38.54    35.994610  -120.553990     4.98     1.36     1.43        15.21        43.15   21459834
2005     6     1     7    28    23.71    35.965980  -120.519040     3.43     0.71     1.09        13.96        72.11   21459848
2005     6     1     9    42    17.88    35.959540  -120.511880    13.99     1.36     1.63         4.65        29.03   21459866
2005     6     1    15    38    12.90    36.013500  -120.570640     4.84     1.46     1.49        10.52        34.97   21459906
2005     6     1    15    38    47.32    36.014610  -120.573090     4.88     1.36     1.09         9.65        37.02   30506918
2005     6     1    16    11     6.08    35.972440  -120.527990     5.87     1.07     1.07        17.30        57.24   21459910
2005     6     2     1    35    50.82    35.984400  -120.537560    11.52     1.74     1.82        21.82        35.28   21459994
2005     6     2     7    47     5.47    36.022060  -120.580160     4.63     2.35     2.36         5.54        13.43   21460047
2005     6     2    16    10    14.02    35.955960  -120.506500    14.19     0.97     1.18        18.51        63.29   21460115
2005     6     3     2    13    37.87    35.958520  -120.509870    13.70     1.14     1.31        33.98        67.55   21460226
2005     6     3     3    18    18.28    35.957500  -120.509300    13.69     0.78     1.03        29.89        86.95   21460238
2005     6     3     7    35     9.94    36.023370  -120.582470     4.63     1.57     1.37        25.73        43.12   21460284
2005     6     3     7    50    47.95    36.011900  -120.568240     4.89     2.05     2.09        14.35        23.70   21460286
2005     6     4     2    54    43.79    35.950640  -120.501100    13.62     1.23     1.42        76.64        81.86   21460453
2005     6     4    10    34    45.94    35.958930  -120.511640    13.84     1.17     1.28        22.45        57.39   21460505
2005     6     4    12    50    20.81    35.855970  -120.396500     4.53     0.94     1.17         7.50        48.32   21460517
2005     6     7    16    41    16.13    35.923790  -120.470440     5.33     0.64     0.54         7.59        61.97   21461105
2005     6     8     4    30    59.27    35.984550  -120.542690     2.40     1.04     1.08         3.66        34.83   21461193
2005     6     9     5     4    10.70    35.966470  -120.519790     4.38     0.31     0.25         2.95        59.48   21461406
2005     6    10    11    45    41.11    35.983990  -120.541900     2.51     1.54     1.47         1.25        16.12   21461666
2005     6    11     2    50    41.16    36.015130  -120.573770     4.55     1.85     1.88        10.27        25.04   21461752
2005     6    11    13    32     0.55    36.015680  -120.574200     4.79     1.55     1.61        22.03        41.42   21461816
2005     6    12     0    23    17.69    35.989860  -120.548820     4.56     0.83     1.00         3.56        41.19   21461872
2005     6    14    12    38    39.97    35.891220  -120.438290    10.82     0.81     1.22        14.00        66.38   21462278
2005     6    15     4    44    27.37    35.935800  -120.483970     6.32     0.90     1.04        97.51       117.65   30229042
2005     6    15     8    11    30.90    35.893310  -120.440690    10.75     1.06     1.21         9.31        46.85   21462438
2005     6    15    19     2    27.73    36.068010  -120.618210     5.51     1.83     1.59         8.13        23.55   30229043
2005     6    15    19     7    44.64    35.928340  -120.476690     4.79     1.10     1.15         5.38        37.78   21462579
2005     6    16     1    24    23.08    35.826690  -120.373460     6.96     1.19     1.26        47.64        72.55   21462666
2005     6    16     5    34    26.20    35.929040  -120.477640     4.86     1.87     1.70         7.88        22.59   21462710
2005     6    16    18     3    17.83    35.922500  -120.469860     6.57     0.89     0.86         4.54        42.50   21463049
2005     6    16    19     6    11.08    35.935900  -120.484790     5.57     1.17     1.13         2.61        28.01   21463072
2005     6    16    19    30    30.69    35.979880  -120.539360     3.14     1.00     1.17         4.43        38.63   21463088
2005     6    16    21    59     0.09    35.922670  -120.470020     6.56     0.57     0.40         2.10        42.87   21463126
2005     6    18     3    38     2.96    35.937400  -120.485670     5.40     0.56     0.92        10.68        74.32   21463647
2005     6    18     8    25    39.69    35.926250  -120.473400     5.07     0.78     0.98         4.70        47.18   21463691
2005     6    18     8    25    58.97    35.926170  -120.473390     5.07     1.14     1.21         5.75        37.34   30229072
2005     6    19    14    44    18.80    35.878370  -120.425760     9.98     1.28     1.25        13.57        44.28   21463951
2005     6    20     1     4    37.22    36.011660  -120.567940     4.70     1.66     1.56         5.90        24.48   21464015
2005     6    20     2    34     9.18    35.864280  -120.405970     4.62     1.28     1.42         3.87        29.09   21464030
2005     6    20     4    22     7.40    36.011240  -120.569170     4.52     1.47     1.44         4.72        26.55   21464044
